nr,chemical_name,smiles,Reference,act
874,Dipropyldopamine hydrobromide,Oc1cc(ccc1O)CCN(CCC)CCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
875,Dobutamine hydrochloride,Oc1cc(ccc1O)CCN[C@@H](CCc1ccc(O)cc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
876,N-Methyldopamine hydrochloride,Oc1cc(ccc1O)CCNC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
877,N-Acetyldopamine monohydrate,Oc1cc(ccc1O)CCNC(=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
878,N-Oleoyldopamine,Oc1cc(ccc1O)CCNC(=O)CCCCCCC\C=C\CCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
879,Phentolamine mesylate,Oc1cc(N(CC=2NCCN=2)c2ccc(cc2)C)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
880,6-Hydroxy-DL-DOPA,Oc1cc(O)c(O)cc1C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
881,Phloretin,Oc1cc(O)cc(O)c1C(=O)CCc1ccc(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
882,Isoliquiritigenin,Oc1cc(O)ccc1C(=O)\C=C\c1ccc(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
883,Cis(+/-)-8-OH-PBZI hydrobromide,Oc1cc2[C@H]3[C@@H](N(CC3)CCC)CCc2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
884,2-Methyl-5-hydroxytryptamine maleate,Oc1cc2c([nH]c(C)c2CCN)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
885,5-Hydroxy-L-tryptophan,Oc1cc2c([nH]cc2C[C@@H](N)C(O)=O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
886,alpha-Methyl-5-hydroxytryptamine maleate,Oc1cc2c([nH]cc2C[C@H](N)C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
887,BRL 54443 maleate,Oc1cc2c([nH]cc2C2CCN(CC2)C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
888,5-Hydroxyindolacetic acid,Oc1cc2c([nH]cc2CC(O)=O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
889,Serotonin hydrochloride,Oc1cc2c([nH]cc2CCN)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
890,N-Acetyl-5-hydroxytryptamine,Oc1cc2c([nH]cc2CCNC(=O)C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
891,N-omega-Methyl-5-hydroxytryptamine oxalate salt,Oc1cc2c([nH]cc2CCNC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
892,(±)-N-Allylnormetazocine hydrochloride,Oc1cc2c(C[C@@H]3N(CCC2(C)[C@@H]3C)CC=C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
893,(+)-Cyclazocine,Oc1cc2c(C[C@@H]3N(CCC2(C)[C@@H]3C)CC2CC2)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
894,SKF 75670 hydrobromide,Oc1cc2c(cc1O)CCN(C[C@@H]2c1ccccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
895,"(±)-SKF 38393, N-allyl-, hydrobromide",Oc1cc2c(cc1O)CCN(C[C@@H]2c1ccccc1)CC=C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
896,(±)-SKF-38393 hydrochloride,Oc1cc2c(cc1O)CCNC[C@H]2c1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
897,(-)-Eseroline fumarate,Oc1cc2c(N([C@H]3N(CCC23C)C)C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
898,(±)-7-Hydroxy-DPAT hydrobromide,Oc1cc2C[C@H](N(CCC)CCC)CCc2cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
899,"6,7-ADTN hydrobromide",Oc1cc2C[C@H](N)CCc2cc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
900,Dextrorphan D-tartrate,Oc1cc2C34[C@@H]([C@@H](N(CC3)C)Cc2cc1)CCCC4,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
901,Levallorphan tartrate,Oc1cc2C34[C@@H]([C@@H](N(CC3)CC=C)Cc2cc1)CCCC4,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
902,Estrone,Oc1cc2CC[C@H]3[C@@H]4CCC(=O)C4(CC[C@H]3c2cc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
903,Dihydrexidine hydrochloride,Oc1cc2CC[C@H]3NCc4c([C@@H]3c2cc1O)cccc4,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
904,(±)-Octopamine hydrochloride,Oc1ccc(cc1)[C@@H](O)CN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
905,Ro 25-6981 hydrochloride,Oc1ccc(cc1)[C@H](O)[C@@H](CN1CCC(CC1)Cc1ccccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
906,Nylidrin hydrochloride,Oc1ccc(cc1)[C@H](O)[C@H](N[C@@H](CCc1ccccc1)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
907,Ifenprodil tartrate,Oc1ccc(cc1)[C@H](O)[C@H](N1CCC(CC1)Cc1ccccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
908,(±)-Synephrine,Oc1ccc(cc1)[C@H](O)CNC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
909,Tyrphostin AG 112,Oc1ccc(cc1)\C=C(\C(N)=C(C#N)C#N)/C#N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
910,4-Hydroxybenzhydrazide,Oc1ccc(cc1)C(=O)NN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
911,"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",Oc1ccc(cc1)C=1N(NC(C=1CCC)=C1C=CC(=O)C=C1)c1ccc(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
912,DL-alpha-Methyl-p-tyrosine,Oc1ccc(cc1)CC(N)(C(O)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
913,Alpha-Methyl-DL-tyrosine methyl ester hydrochloride,Oc1ccc(cc1)CC(N)(C(OC)=O)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
914,4-Hydroxyphenethylamine hydrochloride,Oc1ccc(cc1)CCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
915,Ritodrine hydrochloride,Oc1ccc(cc1)CCN[C@@H]([C@@H](O)c1ccc(O)cc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
916,Labetalol hydrochloride,Oc1ccc(cc1C(=O)N)[C@H](O)CN[C@@H](CCc1ccccc1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
917,Aurintricarboxylic acid,Oc1ccc(cc1C(O)=O)C(c1cc(C(O)=O)c(O)cc1)=C1C=C(C(O)=O)C(=O)C=C1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
918,Salbutamol,Oc1ccc(cc1CO)[C@H](O)CNC(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
919,Salmeterol xinafoate,Oc1ccc(cc1CO)[C@H](O)CNCCCCCCOCCCCc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
920,Retinoic acid p-hydroxyanilide,Oc1ccc(NC(=O)\C=C(\C=C\C=C(\C=C\C=2C(CCCC=2C)(C)C)/C)/C)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
921,Hydroquinone,Oc1ccc(O)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
922,Icilin,Oc1ccccc1N1CC=C(NC1=O)c1cc([N+](=O)[O-])ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
923,Pyrocatechol,Oc1ccccc1O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
924,Choline bromide,OCC[N+](C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
925,4-Imidazolemethanol hydrochloride,OCc1[nH]cnc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
926,U-75302,OCCCC[C@H](O)Cc1nc(ccc1)\C=C\[C@H](O)C\C=C\CCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
927,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
928,Opipramol dihydrochloride,OCCN1CCN(CC1)CCCN1c2c(C=Cc3c1cccc3)cccc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
929,N-Oleoylethanolamine,OCCNC(=O)CCCCCCC\C=C\CCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
930,Palmitoylethanolamide,OCCNC(=O)CCCCCCCCCCCCCCC,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
931,Olomoucine,OCCNc1nc(NCc2ccccc2)c2ncn(c2n1)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
932,Hydroxylamine hydrochloride,ON,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
933,Minoxidil,ON1C(N)=CC(=NC1=N)N1CCCCC1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
934,TPMPA,P(O)(=O)(C)C=1CCNCC=1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
935,SKF 97541 hydrochloride,P(O)(=O)(CCCN)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
936,Phosphomycin disodium,P(O)(O)(=O)[C@H]1O[C@@H]1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
937,(±)-2-Amino-3-phosphonopropionic acid,P(O)(O)(=O)C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
938,Phosphonoacetic acid,P(O)(O)(=O)CC(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
939,(±)-2-Amino-4-phosphonobutyric acid,P(O)(O)(=O)CC[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
940,Phenylbenzene-omega-phosphono-alpha-amino acid,P(O)(O)(=O)Cc1ccccc1-c1cc(ccc1)C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
941,(S)-MAP4 hydrochloride,P(O)(O)(=O)CCC(C(O)=O)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
942,(±)-2-Amino-5-phosphonopentanoic acid,P(O)(O)(=O)CCC[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
943,(±)-2-Amino-7-phosphonoheptanoic acid,P(O)(O)(=O)CCCCC[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
944,3-Aminopropylphosphonic acid,P(O)(O)(=O)CCCN,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
945,(±)-CPP,P(O)(O)(=O)CCCN1C[C@H](NCC1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
946,ATPO,P(O)(O)(=O)COc1noc(C(C)(C)C)c1C[C@@H](N)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
947,MRS 2179,P(O[C@@H]1C[C@H](O[C@@H]1COP(O)(O)=O)n1c2ncnc(NC)c2nc1)(O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
948,Phosphoramidon disodium,P(O[C@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O)(O)(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1c2c([nH]c1)cccc2)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
949,O-Phospho-L-serine,P(OC[C@@H](N)C(O)=O)(O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
950,NADPH tetrasodium,P(OC[C@H]1O[C@H](N2C=C(CC=C2)C(=O)N)[C@@H](O)[C@H]1O)(OP(OC[C@H]1O[C@H](n2c3ncnc(N)c3nc2)[C@H](OP(O)(O)=O)[C@@H]1O)(O)=O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
951,Citicoline sodium,P(OC[C@H]1O[C@H](N2C=CC(=NC2=O)N)[C@H](O)[C@@H]1O)(OP(OCC[N+](C)(C)C)(O)=O)(=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
952,Uridine 5'-diphosphate sodium,P(OC[C@H]1O[C@H](N2C=CC(=O)NC2=O)[C@@H](O)[C@H]1O)(OP(O)(O)=O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
953,"Alpha,beta-Methylene adenosine 5'-triphosphate dilithium",P(OC[C@H]1O[C@H](n2c3ncnc(N)c3nc2)[C@@H](O)[C@H]1O)(O)(=O)CP(OP(O)(O)=O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
954,"P1,P4-Di(adenosine-5')tetraphosphate triammonium",P(OC[C@H]1O[C@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OP(OP(OP(OC[C@H]1O[C@H](n2c3ncnc(N)c3nc2)[C@@H](O)[C@H]1O)(O)=O)(O)=O)(O)=O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
955,ET-18-OCH3,P(OCC[N+](C)(C)C)(OC[C@H](OC)COCCCCCCCCCCCCCCCCCC)(=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
956,Rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine,P(OCC[N+](C)(C)C)(OC[C@H](OCC)CNC(=O)CCCCCCCCCCCCCCC)(=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
957,Rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine,P(OCC[N+](C)(C)C)(OC[C@H](OCC)CNC(=O)CCCCCCCCCCCCCCCCC)(=O)[O-],"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
958,MRS 2159,P(OCC=1/C(/N=C(C)C(=O)C=1C=O)=N/Nc1ccc(cc1)C(O)=O)(O)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
959,Tetraisopropyl pyrophosphoramide,P(OP(=O)(NC(C)C)NC(C)C)(=O)(NC(C)C)NC(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
960,"Adenosine 3',5'-cyclic monophosphate",P1(OC[C@H]2O[C@H](n3c4ncnc(N)c4nc3)[C@H](O)[C@@H]2O1)(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
961,U0126,S(\C(\N)=C(\C(=C(\Sc1ccccc1N)/N)\C#N)/C#N)c1ccccc1N,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
962,S-Methyl-L-thiocitrulline acetate,S(\C(=N\CCC[C@@H](N)C(O)=O)\N)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
963,Bay 11-7085,S(=O)(=O)(\C=C\C#N)c1ccc(cc1)C(C)(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
964,Tiapride hydrochloride,S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
965,Sulindac sulfone,S(=O)(=O)(C)c1ccc(cc1)\C=C/1\c2c(cc(F)cc2)C(CC(O)=O)=C\1C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
966,"L-368,899",S(=O)(=O)(CC[C@H](N)C(=O)N[C@H]1C[C@@H]2CCC1(CS(=O)(=O)N1CCN(CC1)c1ccccc1C)C2(C)C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
967,SU 6656,S(=O)(=O)(N(C)C)c1cc\2c(NC(=O)/C/2=C\c2[nH]c3CCCCc3c2)cc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
968,Pifithrin-mu,S(=O)(=O)(N)C#Cc1ccccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
969,NBQX disodium,S(=O)(=O)(N)c1c2c(c3nc([O-])c([O-])nc3cc2[N+](=O)[O-])ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
970,Bumetanide,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
971,Mesulergine hydrochloride,S(=O)(=O)(N[C@H]1C[C@@H]2[C@@H](N(C1)C)Cc1c3c2cccc3n(c1)C)N(C)C,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
972,1-(5-Isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride,S(=O)(=O)(N1C[C@H](NCC1)C)c1c2c(ccc1)cncc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
973,SB 269970 hydrochloride,S(=O)(=O)(N1CCC[C@H]1CCN1CCC(CC1)C)c1cc(O)ccc1,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
974,1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine dihydrochloride,S(=O)(=O)(N1CCNC[C@H]1C)c1c2c(ccc1)cncc2,"Ye, X. et al., 2014. A pharmacological network for lifespan extension in Caenorhabditis elegans. Aging cell, 13(2), pp.206–215.

",0
